"Notes"	"Occurrence State"	"Occurrence State Code"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"Diseases of the respiratory system"	"J00-J98"	109	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"Diseases of the circulatory system"	"I00-I99"	339	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"Diseases of the respiratory system"	"J00-J98"	101	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"Diseases of the circulatory system"	"I00-I99"	323	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"Diseases of the respiratory system"	"J00-J98"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"Diseases of the circulatory system"	"I00-I99"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"Diseases of the respiratory system"	"J00-J98"	133	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"Diseases of the circulatory system"	"I00-I99"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"Diseases of the respiratory system"	"J00-J98"	134	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"Diseases of the circulatory system"	"I00-I99"	366	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"Diseases of the respiratory system"	"J00-J98"	127	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"Diseases of the circulatory system"	"I00-I99"	331	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"Diseases of the respiratory system"	"J00-J98"	110	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"Diseases of the circulatory system"	"I00-I99"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"Diseases of the respiratory system"	"J00-J98"	135	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"Diseases of the circulatory system"	"I00-I99"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"Diseases of the respiratory system"	"J00-J98"	145	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"Diseases of the circulatory system"	"I00-I99"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"Diseases of the respiratory system"	"J00-J98"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"Diseases of the circulatory system"	"I00-I99"	374	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"Diseases of the respiratory system"	"J00-J98"	126	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Diseases of the circulatory system"	"I00-I99"	353	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Diseases of the respiratory system"	"J00-J98"	147	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Diseases of the circulatory system"	"I00-I99"	348	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Diseases of the respiratory system"	"J00-J98"	128	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Diseases of the circulatory system"	"I00-I99"	346	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Diseases of the respiratory system"	"J00-J98"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Diseases of the circulatory system"	"I00-I99"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Diseases of the respiratory system"	"J00-J98"	115	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"Diseases of the circulatory system"	"I00-I99"	346	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"Diseases of the respiratory system"	"J00-J98"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"Diseases of the circulatory system"	"I00-I99"	367	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"Diseases of the respiratory system"	"J00-J98"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"Diseases of the circulatory system"	"I00-I99"	343	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"Diseases of the respiratory system"	"J00-J98"	115	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"Diseases of the circulatory system"	"I00-I99"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"Diseases of the respiratory system"	"J00-J98"	99	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"Diseases of the circulatory system"	"I00-I99"	336	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"Diseases of the respiratory system"	"J00-J98"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"Diseases of the circulatory system"	"I00-I99"	336	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"Diseases of the respiratory system"	"J00-J98"	116	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"Diseases of the circulatory system"	"I00-I99"	338	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"Diseases of the respiratory system"	"J00-J98"	105	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"Diseases of the circulatory system"	"I00-I99"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"Diseases of the respiratory system"	"J00-J98"	118	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"Diseases of the circulatory system"	"I00-I99"	323	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"Diseases of the respiratory system"	"J00-J98"	101	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"Diseases of the circulatory system"	"I00-I99"	310	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"Diseases of the respiratory system"	"J00-J98"	107	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"Diseases of the circulatory system"	"I00-I99"	320	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"Diseases of the respiratory system"	"J00-J98"	103	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"Diseases of the circulatory system"	"I00-I99"	347	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"Diseases of the respiratory system"	"J00-J98"	114	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"Diseases of the circulatory system"	"I00-I99"	350	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"Diseases of the respiratory system"	"J00-J98"	107	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"Diseases of the circulatory system"	"I00-I99"	328	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"Diseases of the respiratory system"	"J00-J98"	99	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"Diseases of the circulatory system"	"I00-I99"	315	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"Diseases of the respiratory system"	"J00-J98"	109	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"Diseases of the circulatory system"	"I00-I99"	321	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"Diseases of the respiratory system"	"J00-J98"	94	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"Diseases of the circulatory system"	"I00-I99"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"Diseases of the respiratory system"	"J00-J98"	113	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"Diseases of the circulatory system"	"I00-I99"	363	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"Diseases of the respiratory system"	"J00-J98"	82	Not Applicable	Not Applicable
