"Notes"	"State"	"State Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Certain infectious and parasitic diseases"	"A00-B99"	148	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Neoplasms"	"C00-D48"	877	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Mental and behavioural disorders"	"F01-F99"	187	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the nervous system"	"G00-G98"	343	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the circulatory system"	"I00-I99"	1555	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the respiratory system"	"J00-J98"	545	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the digestive system"	"K00-K92"	161	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the genitourinary system"	"N00-N98"	131	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Certain conditions originating in the perinatal period"	"P00-P96"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	94	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"External causes of morbidity and mortality"	"V01-Y89"	376	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Mar., 2018"	"2018/03"			4660	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Certain infectious and parasitic diseases"	"A00-B99"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Neoplasms"	"C00-D48"	885	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	147	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Mental and behavioural disorders"	"F01-F99"	197	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the nervous system"	"G00-G98"	331	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the circulatory system"	"I00-I99"	1451	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the respiratory system"	"J00-J98"	531	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the digestive system"	"K00-K92"	139	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the genitourinary system"	"N00-N98"	124	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Certain conditions originating in the perinatal period"	"P00-P96"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	70	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"External causes of morbidity and mortality"	"V01-Y89"	344	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Apr., 2018"	"2018/04"			4406	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Certain infectious and parasitic diseases"	"A00-B99"	95	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Neoplasms"	"C00-D48"	943	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Mental and behavioural disorders"	"F01-F99"	163	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the nervous system"	"G00-G98"	355	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the circulatory system"	"I00-I99"	1457	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the respiratory system"	"J00-J98"	511	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the digestive system"	"K00-K92"	181	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the genitourinary system"	"N00-N98"	121	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	76	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"External causes of morbidity and mortality"	"V01-Y89"	348	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"May, 2018"	"2018/05"			4458	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Certain infectious and parasitic diseases"	"A00-B99"	90	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Neoplasms"	"C00-D48"	882	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	159	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Mental and behavioural disorders"	"F01-F99"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the nervous system"	"G00-G98"	336	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the circulatory system"	"I00-I99"	1401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the respiratory system"	"J00-J98"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the digestive system"	"K00-K92"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the genitourinary system"	"N00-N98"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Certain conditions originating in the perinatal period"	"P00-P96"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	76	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"External causes of morbidity and mortality"	"V01-Y89"	343	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Jun., 2018"	"2018/06"			4238	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Certain infectious and parasitic diseases"	"A00-B99"	97	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Neoplasms"	"C00-D48"	906	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	176	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Mental and behavioural disorders"	"F01-F99"	138	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the nervous system"	"G00-G98"	349	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the circulatory system"	"I00-I99"	1421	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the respiratory system"	"J00-J98"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the digestive system"	"K00-K92"	146	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the genitourinary system"	"N00-N98"	143	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Certain conditions originating in the perinatal period"	"P00-P96"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"External causes of morbidity and mortality"	"V01-Y89"	388	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Jul., 2018"	"2018/07"			4359	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Certain infectious and parasitic diseases"	"A00-B99"	117	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Neoplasms"	"C00-D48"	876	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	161	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Mental and behavioural disorders"	"F01-F99"	152	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the nervous system"	"G00-G98"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the circulatory system"	"I00-I99"	1367	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the respiratory system"	"J00-J98"	443	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the digestive system"	"K00-K92"	170	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the genitourinary system"	"N00-N98"	115	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"External causes of morbidity and mortality"	"V01-Y89"	328	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Aug., 2018"	"2018/08"			4275	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Certain infectious and parasitic diseases"	"A00-B99"	105	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Neoplasms"	"C00-D48"	886	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	153	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Mental and behavioural disorders"	"F01-F99"	126	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the nervous system"	"G00-G98"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the circulatory system"	"I00-I99"	1325	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the respiratory system"	"J00-J98"	432	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the digestive system"	"K00-K92"	164	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the genitourinary system"	"N00-N98"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"External causes of morbidity and mortality"	"V01-Y89"	338	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Sep., 2018"	"2018/09"			4159	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Certain infectious and parasitic diseases"	"A00-B99"	113	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Neoplasms"	"C00-D48"	935	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	192	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Mental and behavioural disorders"	"F01-F99"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the nervous system"	"G00-G98"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the circulatory system"	"I00-I99"	1367	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the respiratory system"	"J00-J98"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the digestive system"	"K00-K92"	163	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the genitourinary system"	"N00-N98"	127	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Certain conditions originating in the perinatal period"	"P00-P96"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	81	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"External causes of morbidity and mortality"	"V01-Y89"	336	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Oct., 2018"	"2018/10"			4341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Certain infectious and parasitic diseases"	"A00-B99"	109	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Neoplasms"	"C00-D48"	921	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	185	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Mental and behavioural disorders"	"F01-F99"	153	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the nervous system"	"G00-G98"	397	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the circulatory system"	"I00-I99"	1429	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the respiratory system"	"J00-J98"	436	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the digestive system"	"K00-K92"	148	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the genitourinary system"	"N00-N98"	124	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"External causes of morbidity and mortality"	"V01-Y89"	330	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Nov., 2018"	"2018/11"			4380	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Certain infectious and parasitic diseases"	"A00-B99"	138	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Neoplasms"	"C00-D48"	924	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	177	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Mental and behavioural disorders"	"F01-F99"	162	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the nervous system"	"G00-G98"	423	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the circulatory system"	"I00-I99"	1594	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the respiratory system"	"J00-J98"	560	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the digestive system"	"K00-K92"	159	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the genitourinary system"	"N00-N98"	153	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Certain conditions originating in the perinatal period"	"P00-P96"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"External causes of morbidity and mortality"	"V01-Y89"	380	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Dec., 2018"	"2018/12"			4853	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Certain infectious and parasitic diseases"	"A00-B99"	135	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Neoplasms"	"C00-D48"	923	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	176	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Mental and behavioural disorders"	"F01-F99"	186	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the nervous system"	"G00-G98"	432	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the circulatory system"	"I00-I99"	1619	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the respiratory system"	"J00-J98"	613	Not Applicable	Not Applicable
