"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"Diseases of the circulatory system"	"I00-I99"	1118	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"Diseases of the respiratory system"	"J00-J98"	438	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"Diseases of the digestive system"	"K00-K92"	95	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"Diseases of the genitourinary system"	"N00-N98"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	"External causes of morbidity and mortality"	"V01-Y89"	81	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Feb., 2018"	"2018/02"			3212	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Certain infectious and parasitic diseases"	"A00-B99"	88	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Neoplasms"	"C00-D48"	602	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	104	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Mental and behavioural disorders"	"F01-F99"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the nervous system"	"G00-G98"	305	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the circulatory system"	"I00-I99"	1203	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the respiratory system"	"J00-J98"	442	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the digestive system"	"K00-K92"	101	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Diseases of the genitourinary system"	"N00-N98"	99	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	"External causes of morbidity and mortality"	"V01-Y89"	90	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Mar., 2018"	"2018/03"			3295	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Certain infectious and parasitic diseases"	"A00-B99"	78	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Neoplasms"	"C00-D48"	618	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	94	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Mental and behavioural disorders"	"F01-F99"	181	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the nervous system"	"G00-G98"	303	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the circulatory system"	"I00-I99"	1105	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the respiratory system"	"J00-J98"	438	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the digestive system"	"K00-K92"	78	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Diseases of the genitourinary system"	"N00-N98"	88	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	"External causes of morbidity and mortality"	"V01-Y89"	74	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Apr., 2018"	"2018/04"			3125	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Certain infectious and parasitic diseases"	"A00-B99"	65	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Neoplasms"	"C00-D48"	694	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	113	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Mental and behavioural disorders"	"F01-F99"	146	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the nervous system"	"G00-G98"	330	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the circulatory system"	"I00-I99"	1114	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the respiratory system"	"J00-J98"	415	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the digestive system"	"K00-K92"	106	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Diseases of the genitourinary system"	"N00-N98"	95	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	"External causes of morbidity and mortality"	"V01-Y89"	80	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"May, 2018"	"2018/05"			3210	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Certain infectious and parasitic diseases"	"A00-B99"	58	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Neoplasms"	"C00-D48"	599	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	106	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Mental and behavioural disorders"	"F01-F99"	131	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the nervous system"	"G00-G98"	303	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the circulatory system"	"I00-I99"	1056	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the respiratory system"	"J00-J98"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the digestive system"	"K00-K92"	98	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Diseases of the genitourinary system"	"N00-N98"	103	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	"External causes of morbidity and mortality"	"V01-Y89"	78	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Jun., 2018"	"2018/06"			2944	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Certain infectious and parasitic diseases"	"A00-B99"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Neoplasms"	"C00-D48"	627	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	119	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Mental and behavioural disorders"	"F01-F99"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the nervous system"	"G00-G98"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the circulatory system"	"I00-I99"	1072	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the respiratory system"	"J00-J98"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the digestive system"	"K00-K92"	90	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Diseases of the genitourinary system"	"N00-N98"	113	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	"External causes of morbidity and mortality"	"V01-Y89"	77	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Jul., 2018"	"2018/07"			3014	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Certain infectious and parasitic diseases"	"A00-B99"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Neoplasms"	"C00-D48"	638	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	112	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Mental and behavioural disorders"	"F01-F99"	137	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the nervous system"	"G00-G98"	367	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the circulatory system"	"I00-I99"	1029	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the respiratory system"	"J00-J98"	348	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the digestive system"	"K00-K92"	99	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Diseases of the genitourinary system"	"N00-N98"	92	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	"External causes of morbidity and mortality"	"V01-Y89"	66	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Aug., 2018"	"2018/08"			3026	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Certain infectious and parasitic diseases"	"A00-B99"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Neoplasms"	"C00-D48"	628	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	108	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Mental and behavioural disorders"	"F01-F99"	106	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the nervous system"	"G00-G98"	325	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the circulatory system"	"I00-I99"	995	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the respiratory system"	"J00-J98"	349	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the digestive system"	"K00-K92"	94	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Diseases of the genitourinary system"	"N00-N98"	94	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	"External causes of morbidity and mortality"	"V01-Y89"	93	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Sep., 2018"	"2018/09"			2936	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Certain infectious and parasitic diseases"	"A00-B99"	75	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Neoplasms"	"C00-D48"	652	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	139	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Mental and behavioural disorders"	"F01-F99"	104	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the nervous system"	"G00-G98"	367	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the circulatory system"	"I00-I99"	1046	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the respiratory system"	"J00-J98"	344	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the digestive system"	"K00-K92"	91	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Diseases of the genitourinary system"	"N00-N98"	98	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	53	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	"External causes of morbidity and mortality"	"V01-Y89"	87	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Oct., 2018"	"2018/10"			3079	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Certain infectious and parasitic diseases"	"A00-B99"	69	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Neoplasms"	"C00-D48"	625	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	118	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Mental and behavioural disorders"	"F01-F99"	139	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the nervous system"	"G00-G98"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the circulatory system"	"I00-I99"	1078	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the respiratory system"	"J00-J98"	352	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the digestive system"	"K00-K92"	93	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Diseases of the genitourinary system"	"N00-N98"	98	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	"External causes of morbidity and mortality"	"V01-Y89"	73	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Nov., 2018"	"2018/11"			3067	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Certain infectious and parasitic diseases"	"A00-B99"	86	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Neoplasms"	"C00-D48"	643	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Mental and behavioural disorders"	"F01-F99"	144	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the nervous system"	"G00-G98"	388	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the circulatory system"	"I00-I99"	1237	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the respiratory system"	"J00-J98"	464	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the digestive system"	"K00-K92"	86	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Diseases of the genitourinary system"	"N00-N98"	118	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	"External causes of morbidity and mortality"	"V01-Y89"	92	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Dec., 2018"	"2018/12"			3467	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Certain infectious and parasitic diseases"	"A00-B99"	91	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Neoplasms"	"C00-D48"	633	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Mental and behavioural disorders"	"F01-F99"	168	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the nervous system"	"G00-G98"	390	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the circulatory system"	"I00-I99"	1235	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the respiratory system"	"J00-J98"	508	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the digestive system"	"K00-K92"	92	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Diseases of the genitourinary system"	"N00-N98"	110	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	"External causes of morbidity and mortality"	"V01-Y89"	97	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Jan., 2019"	"2019/01"			3543	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Certain infectious and parasitic diseases"	"A00-B99"	80	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Neoplasms"	"C00-D48"	584	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Mental and behavioural disorders"	"F01-F99"	146	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the nervous system"	"G00-G98"	363	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the circulatory system"	"I00-I99"	1093	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the respiratory system"	"J00-J98"	419	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the digestive system"	"K00-K92"	96	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Diseases of the genitourinary system"	"N00-N98"	109	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	"External causes of morbidity and mortality"	"V01-Y89"	83	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"Feb., 2019"	"2019/02"			3191	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Certain infectious and parasitic diseases"	"A00-B99"	82	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Neoplasms"	"C00-D48"	637	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Mental and behavioural disorders"	"F01-F99"	149	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the nervous system"	"G00-G98"	394	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the circulatory system"	"I00-I99"	1245	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the respiratory system"	"J00-J98"	412	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the digestive system"	"K00-K92"	98	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	"Diseases of the genitourinary system"	"N00-N98"	98	Not Applicable	Not Applicable
